3,2.566666666666667,4.783333333333333
3,4.35,4.85
3,2.55,7.166666666666667
3,4.55,7.416666666666667
3,5.7,9.75
3,5.833333333333333,11.05
3,21.366666666666667,2.75
3,21.466666666666665,10.45
3,14.6,10.416666666666666
3,14.516666666666667,3.45
3,18.0,6.266666666666667
1,9.283333333333333,1.65
1,11.45,1.75
2,14.933333333333334,9.983333333333333
2,21.0,10.016666666666667
2,20.95,3.0
2,14.983333333333333,2.966666666666667
2,17.916666666666668,6.9
2,17.816666666666666,5.716666666666667
2,19.183333333333334,6.283333333333333
2,16.683333333333334,6.233333333333333
